Good, dark atmosphere and the music is a nice touch.;ambience;positive
I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.;anecdotes/miscellaneous;positive
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.;food;positive
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.;service;positive
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.;ambience;positive
An excellent service;service;positive
I am a die hard peep lover.;anecdotes/miscellaneous;positive
This is the best thing in Soho.;anecdotes/miscellaneous;positive
Not pretentious and very economical.;ambience;positive
Not pretentious and very economical.;price;positive
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.;food;positive
The bill is approximately $25 for 2 at lunch without drinks.;price;neutral
I had the Pad Thai and the noodles were sticky.;food;negative
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.;food;positive
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.;service;positive
I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.;food;positive
Emilio, the owner, is often sitting in the front table greeting guests as they come and go.;service;positive
Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!;anecdotes/miscellaneous;positive
i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).;ambience;positive
Not worth the prices.;price;negative
The makhani was OK --the korma was bland.;food;negative
The best thing I tasted were the lambchops.;food;positive
They're rude at times, and not very friendly.;service;negative
It's really a takeaway place, I wouldn't sit if I could take it home.;anecdotes/miscellaneous;neutral
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.;anecdotes/miscellaneous;negative
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.;ambience;neutral
Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.;service;negative
You can even get packages of the chutneys to stock your fridge!;food;positive
You can even get packages of the chutneys to stock your fridge!;service;positive
They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!;service;negative
Service was also horrible and the ambience is not that great.;service;negative
Service was also horrible and the ambience is not that great.;ambience;negative
The service is excellent, the decor is great, and the food is delicious and comes in large portions.;food;positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.;service;positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.;ambience;positive
Their coffee is quite good too!;food;positive
The prices and ambience are especially great considering it's in the West Village.;ambience;positive
The prices and ambience are especially great considering it's in the West Village.;price;positive
I recommend their Pad See Ew, Pork Chops or Tofu plates.;food;positive
The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.;service;negative
The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.;ambience;negative
When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.;service;negative
When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.;anecdotes/miscellaneous;negative
A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.;service;negative
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.;anecdotes/miscellaneous;negative
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.;service;negative
The food always tastes fresh and served promptly.;food;positive
The food always tastes fresh and served promptly.;service;positive
The prices are about $9 for an entree for dinner and even less for lunch.;price;positive
This is a great Thai restaurant with a very friendly staff.;anecdotes/miscellaneous;positive
This is a great Thai restaurant with a very friendly staff.;service;positive
Never again!;anecdotes/miscellaneous;negative
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.;food;positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.;price;conflict
Recommendations, of course, are required!;anecdotes/miscellaneous;neutral
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.;service;positive
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.;ambience;negative
People dress in suits or evening gowns as well as shirts jeans.;ambience;neutral
The white bean brushetta to start was incredible and the pasta was phenomenal.;food;positive
you guys rock.;anecdotes/miscellaneous;positive
If your favorite Chinese food is General Tao chicken, then this is NOT your place.;food;negative
Ballato's is consistently delicious authentic italian food.;food;positive
i recommend the thai popcorn :);food;positive
I will be going back and heartily recommend it!;anecdotes/miscellaneous;positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).;food;positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).;price;positive
My friends spoke so much about it for months, I finally made the time to come down ear and dine in.;anecdotes/miscellaneous;neutral
I absolutely Loved this place.;anecdotes/miscellaneous;positive
this is can became on e of the NY Italian Food fare institutions.;anecdotes/miscellaneous;neutral
Excellent atmosphere, delicious dishes good and friendly service.;food;positive
Excellent atmosphere, delicious dishes good and friendly service.;service;positive
Excellent atmosphere, delicious dishes good and friendly service.;ambience;positive
The wine list is also really nice.;food;positive
I think that it is absolutely brilliant and well runned business operation.;anecdotes/miscellaneous;positive
We always have a delicious meal and always leave feeling satisfied.;food;positive
The portions are large and the servers always surprise us with a different starter.;food;positive
The portions are large and the servers always surprise us with a different starter.;service;positive
Go to Volare for 1st class service and terrific food.;food;positive
Go to Volare for 1st class service and terrific food.;service;positive
Definitely a great spot for a nice occasion or date.;anecdotes/miscellaneous;positive
Alain Ducasse is the best of everything, I mean everything was excelent.I;anecdotes/miscellaneous;positive
I love and I know gourmet food by excellence!;food;positive
The service was excellent and the food was delicious.;food;positive
The service was excellent and the food was delicious.;service;positive
The only thing more wonderful than the food (which is exceptional) is the service.;food;positive
The only thing more wonderful than the food (which is exceptional) is the service.;service;positive
I will definetely go back again and again, that's for sure!!!;anecdotes/miscellaneous;positive
I don't think I would go again.;anecdotes/miscellaneous;negative
I will never visit this restaurant again.;anecdotes/miscellaneous;negative
Don't leave without trying One Night in Tokyo.;anecdotes/miscellaneous;positive
My entire family was horrified.;anecdotes/miscellaneous;negative
While the staff at this little bistro is very friendly, I have never experienced more incompetency.;service;conflict
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.;service;negative
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.;price;negative
Please save yourself the frustration.;anecdotes/miscellaneous;negative
When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.;anecdotes/miscellaneous;negative
There are a few Italian employees who may not speak the best English but for me that adds to the experience.;service;conflict
Make sure you try this place as often as you can.;anecdotes/miscellaneous;positive
The people that work there are always so friendly you forget you are in New York sometimes.;service;positive
The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.;service;conflict
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.;food;positive
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.;service;positive
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.;ambience;positive
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.;price;positive
We were worried we would have trouble getting in, but somehow managed to have a short wait.;anecdotes/miscellaneous;positive
We were worried we would have trouble getting in, but somehow managed to have a short wait.;service;positive
We have been to this place many times, and always have great food, wine, and service.;food;positive
We have been to this place many times, and always have great food, wine, and service.;service;positive
When we sat, we got great and fast service.;service;positive
As always we had a great glass of wine while we waited.;food;positive
The sauces used are also not that exciting.;food;negative
The fish is fresh but the variety of fish is nothing out of ordinary.;food;conflict
Knowledge of the chef and the waitress are below average.;service;negative
Knowledge of the chef and the waitress are below average.;food;negative
The food now is inconsistent.;food;negative
This restaurant used to be our regular Thursday night dinner location.;anecdotes/miscellaneous;neutral
During the course of the past 3 months, the chef and staff changed and it was not for the better.;service;negative
During the course of the past 3 months, the chef and staff changed and it was not for the better.;food;negative
The sushi is average and the prices are anything but.;food;neutral
The sushi is average and the prices are anything but.;price;negative
I've been here a couple of times and have not been impressed.;anecdotes/miscellaneous;negative
Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!;service;negative
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.;service;negative
We got most of it back at home with us.;anecdotes/miscellaneous;neutral
The price very reasonable.;price;positive
The pizza was pretty good and huge.;food;positive
Located at the end of a magnificent block.;ambience;positive
SO SO SO SO SO good!;anecdotes/miscellaneous;positive
I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!;food;positive
Get your food to go, find a bench, and kick back with a plate of dumplings.;anecdotes/miscellaneous;positive
Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.;ambience;conflict
At 5 dumplings for $1, you just cannot go wrong.;price;positive
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.;food;positive
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.;price;positive
The only fallback on this restaurant is the prices.;price;negative
I wish they had one near my office- I would go everyday.;anecdotes/miscellaneous;positive
And cheap!;price;positive
Moules were excellent, lobster ravioli was VERY salty!;food;conflict
Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).;anecdotes/miscellaneous;positive
Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).;price;positive
One of my favorite places in Manhattan.;anecdotes/miscellaneous;positive
The well mannered, pleasant staff that Tony has in his employ.;service;positive
I live in the neightborhood and am a regular.;anecdotes/miscellaneous;positive
I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.;anecdotes/miscellaneous;positive
It hits the spot every time;anecdotes/miscellaneous;positive
Great atmoshere and worth every bit.;ambience;positive
Always busy but fast moving.;ambience;conflict
Love Pizza 33..;anecdotes/miscellaneous;positive
Open late (well as late as I ever got there and I'm a night person);anecdotes/miscellaneous;positive
Bon appettite!!;anecdotes/miscellaneous;positive
Everything a NY pizza joint should be.;anecdotes/miscellaneous;positive
The owners and employees are friendly and their pizza is fantastic.;food;positive
The owners and employees are friendly and their pizza is fantastic.;service;positive
The view is spectacular, and the food is great.;food;positive
The view is spectacular, and the food is great.;ambience;positive
And really large portions.;food;positive
Our food was great too!;food;positive
Saul is pretty good, but definitely not great.;food;positive
I think this would be a pretty good spot if it were not so overpriced and overrated.;price;negative
So some of the reviews here are accurate about the crowd and noise.;anecdotes/miscellaneous;neutral
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!;food;positive
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!;ambience;positive
However, I think Jeckll and Hydes t is one of those places that is fun to do once.;anecdotes/miscellaneous;positive
It is very overpriced and not very tasty.;food;negative
It is very overpriced and not very tasty.;price;negative
I've been there three times and have always had wonderful experiences.;anecdotes/miscellaneous;positive
I think the stuff was better than Disney.;service;positive
It's a much more grown up restaurant compared to the rest of the street.;ambience;neutral
Our family never expected such incredible entertainment in a restaurant.;ambience;positive
This place is so much fun.;anecdotes/miscellaneous;positive
Bagels are ok, but be sure not to make any special requests!;food;neutral
When we arrived at 6:00 PM, the restaurant was practically empty.;anecdotes/miscellaneous;neutral
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.;food;positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.;service;positive
great for a romantic evening, or a fun evening with friends...;ambience;positive
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.;anecdotes/miscellaneous;positive
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.;ambience;positive
Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.;anecdotes/miscellaneous;neutral
The menu is limited but almost all of the dishes are excellent.;food;conflict
If you go for the pre-theatre menu, it's an even greater deal.;price;positive
This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.;anecdotes/miscellaneous;negative
This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.;price;negative
This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.;food;neutral
Excellent experience.;anecdotes/miscellaneous;positive
Place should also have a 1,2,3 chili rating to be more authentic...;anecdotes/miscellaneous;neutral
Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!;anecdotes/miscellaneous;conflict
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.;food;negative
It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.;food;positive
I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.;food;positive
This is the first time Citysearch did't call it right.;anecdotes/miscellaneous;neutral
I love it.;anecdotes/miscellaneous;positive
I have been twice to this restaurant.;anecdotes/miscellaneous;neutral
I found it on a cold night, the perfect spot to warm up.;ambience;positive
If you're in town, it's worth searching for another place.;anecdotes/miscellaneous;negative
To me it exemplifies Soho, cute, artsy, interesting.;ambience;positive
I recieved prompt service with a smile.;service;positive
We took advanatage of the half price sushi deal on saturday so it was well worth it.;price;positive
The rice to fish ration was also good--they didn't try to overpack the rice.;food;positive
I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.;anecdotes/miscellaneous;neutral
A touch more jalapeno heat for contrast and it would have been very good indeed.;food;positive
They all know you.;service;positive
The service was the only thing good about this restaurant.;service;positive
It was raining, and we figured why not?;anecdotes/miscellaneous;neutral
It is also extremely well priced.;price;positive
Its a go-to for dates as well as entertaining out of town guests.;ambience;positive
The food there are sastifying.;food;positive
My fish was delicious in an incredible curry sauce.;food;positive
kalbi and nebbiolo do work together.;food;neutral
The food was boring and expensive.;food;negative
The food was boring and expensive.;price;negative
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.;food;positive
We were a group of 8 and well seved.;service;positive
We were a group of 8 and well seved.;anecdotes/miscellaneous;neutral
I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.;anecdotes/miscellaneous;neutral
i would just ask for no oil next time.;anecdotes/miscellaneous;neutral
Try the lobster teriyaki and the rose special roll.;food;positive
All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.;anecdotes/miscellaneous;positive
The sake menu should not be overlooked!;food;positive
Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.;food;neutral
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.;service;negative
I heartily recommend.;anecdotes/miscellaneous;positive
Really.;anecdotes/miscellaneous;neutral
less wait time for me!;service;positive
All conveniently delivered right to the door.;service;positive
Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.;food;positive
I've eaten at Pizza Gruppo a few times, but more often I order delivery.;anecdotes/miscellaneous;neutral
They are FAST.;service;positive
Personal pans are the perfect size for those hungry nights.;food;positive
The food is great.;food;positive
I've never had bad service and the fish is fresh and delicious.;food;positive
I've never had bad service and the fish is fresh and delicious.;service;positive
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.;anecdotes/miscellaneous;neutral
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.;food;positive
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.;anecdotes/miscellaneous;neutral
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.;food;neutral
One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.;anecdotes/miscellaneous;positive
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.;ambience;positive
I live on the street this place is on.;anecdotes/miscellaneous;neutral
Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.;anecdotes/miscellaneous;neutral
This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.;ambience;negative
Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.;food;positive
Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.;price;positive
The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.;food;neutral
The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.;food;positive
If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!;food;positive
If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!;service;negative
Their sushi, Kamikaze and other Rolls are fresh and well presented.;food;positive
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.;food;conflict
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.;price;negative
Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.;price;positive
Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.;anecdotes/miscellaneous;neutral
The menu choices are similar but the taste lacked more flavor than it looked.;food;conflict
I got enough reasons to keep coming back!!!;anecdotes/miscellaneous;positive
It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...;food;positive
It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...;ambience;positive
The bagels are also reasonably priced for NYC.;price;positive
The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.;service;positive
I love the atmorphere @ peep!;ambience;positive
And the staff is also young, energeic and hot!!!!;service;positive
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.;service;positive
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.;food;negative
The prices were fantastic.;price;positive
We had the pot-stickers which were great and a tempura dish that was great.;food;positive
My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.;food;negative
The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.;ambience;negative
Service was prompt, friendly and great.;service;positive
The waitress was very patient with us and the food is phenomenal!;food;positive
The waitress was very patient with us and the food is phenomenal!;service;positive
I had a huge group for my birthday and we were well taken care of.;service;positive
This place is great.;anecdotes/miscellaneous;positive
The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.;ambience;positive
As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.;service;conflict
Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.;food;conflict
Bill a little high, but worth it.;price;conflict
The menu has lots of options: I hope to go back to try those potato pancakes.;food;positive
Lunch came with pickels and slaw, no extra charge.;price;positive
Overall A oh ya even though there is waiting it is deff worth it;anecdotes/miscellaneous;positive
Overall A oh ya even though there is waiting it is deff worth it;service;negative
Deff recimmend Bukhara they also have opened two new locations guess ill try them out.;anecdotes/miscellaneous;positive
First of all Dal Bukhara Rocks.;anecdotes/miscellaneous;positive
I am happy i did the food was awsome.;food;positive
and yes Dal Bukhara is so dam good and so are all the kababs.;food;positive
JUST AWSOME.;anecdotes/miscellaneous;positive
But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.;food;negative
otherwise, good stuff for late nite eats.;food;positive
black white shakes came out good also.;food;positive
sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!;price;positive
Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).;food;conflict
Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).;price;positive
The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.;food;positive
Grilled whole fish wonderful, great spicing.;food;positive
Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.;anecdotes/miscellaneous;neutral
Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.;ambience;positive
Nice ambiance, nice little bar, good bartender, Francois, and good service.;service;positive
Nice ambiance, nice little bar, good bartender, Francois, and good service.;ambience;positive
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.;food;positive
We go often.;anecdotes/miscellaneous;neutral
The food is nothing like its menu description.;food;negative
We always get a sampling of appetizers and share.;anecdotes/miscellaneous;neutral
The staff is very attentive and we can almost always get a table.;service;positive
There is actually space to breathe and the decor sets the tone for an intimate dinner.;ambience;positive
Everyone I bring here always loves it.;anecdotes/miscellaneous;positive
they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.;service;negative
they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.;anecdotes/miscellaneous;conflict
still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...;service;negative
Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?;ambience;conflict
I love the place.;anecdotes/miscellaneous;positive
I would recommend this place to anyone and would without a doubt come again.;anecdotes/miscellaneous;positive
Finally!;anecdotes/miscellaneous;positive
The quail was fantastic and unique and the pastas were full of flavor.;food;positive
We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.;anecdotes/miscellaneous;neutral
We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.;food;positive
I went here with my boyfriend and another couple.;anecdotes/miscellaneous;neutral
Kudos to Po!;anecdotes/miscellaneous;positive
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!;food;positive
Would recommend - perfect for those looking for a place close to grand central.;anecdotes/miscellaneous;positive
What an amazing meal and experience!;anecdotes/miscellaneous;positive
What an amazing meal and experience!;food;positive
Please be aware that it's CASH or AMEX only!;anecdotes/miscellaneous;neutral
Great food at reasonable prices.;food;positive
Great food at reasonable prices.;price;positive
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.;price;positive
The overall price tag was very very expensive, something I did expect.;price;negative
Here's to the fake fish tanks too...;ambience;negative
My mouth starts to water merely thinking about the delight that is this restaurant.;food;positive
Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.;food;positive
Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.;service;positive
Really though, where's the seasoning?;food;negative
Worth the trip from Manhattan.;anecdotes/miscellaneous;positive
My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.;anecdotes/miscellaneous;positive
The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.;food;positive
